arm_score_price_0,arm_score_price_1,arm_score_price_2,arm_score_price_3
0.0,0.6679302463998582,0.3253329312921492,0.0
0.0,0.878085602368226,0.40073419877121963,0.0
0.0,0.8788830721517203,0.4948700552448694,0.0
0.0,0.4508384260241953,0.7730995371404474,0.0
0.0,0.6614168794831962,0.7221399930291162,0.0
4.782987545831689,0.0,0.0,0.0
0.0,0.0,0.0,5.000254774595468
5.067060454287809,0.0,0.0,0.0
5.261246700148063,0.0,0.0,0.0
5.209654235548298,0.0,0.0,0.0
0.0,0.0,0.038975778546712796,3.9973420484926074
0.0,0.0,0.0,5.087387762338257
0.0,0.4128138121439574,0.7229756928408492,0.0
0.0,0.674685722393195,0.5471025249396022,0.0
4.925531405718372,0.0,0.0,0.0
4.700664849901712,0.0,0.0,0.0
0.0,0.0,0.038975778546712796,4.844251251463244
0.0,0.0,0.038975778546712796,4.619455731004081
0.0,0.5960070850680633,0.4146779484637365,0.0
0.0,0.8178915836437978,0.43685547440291767,0.0
0.0,0.5626121567001765,0.49783996451901913,0.0
0.0,0.0,0.0,5.164819229280752
0.0,0.6575058770013971,0.37770461161666374,0.0
5.04584234784441,0.0,0.0,0.0
0.0,0.8843617670871573,0.45437036828515126,0.0
0.0,0.9265207749271136,0.3027218963743994,0.0
0.0,0.0,0.038975778546712796,4.566386004647125
0.0,0.0,0.0,5.122960868619502
0.0,0.7994708791459617,0.40003200266265126,0.0
5.21246251282387,0.0,0.0,0.0
0.0,0.0,0.0,5.0426394282199025
4.7684374135160805,0.0,0.0,0.0
0.0,1.1470272380253925,0.3152554596717201,0.0
0.0,0.0,0.0,5.108796930738524
5.367594029546656,0.0,0.0,0.0
4.634205977785162,0.0,0.0,0.0
0.0,0.6993666176516399,0.4505143369822428,0.0
0.0,0.0,0.0,5.076566165420431
0.0,0.0,0.038975778546712796,4.302241853109569
0.0,0.4653174781956814,0.4944485221197213,0.0
0.0,0.730111050966704,0.4938184429507017,0.0
0.0,0.0,0.0,4.782704282032029
0.0,0.9000123736226721,0.5044456852368571,0.0
0.0,0.6744110242798982,0.6396528122887225,0.0
4.618313700711317,0.0,0.0,0.0
4.745812931925828,0.0,0.0,0.0
0.0,0.0,0.0,5.050888843259017
0.0,0.9521217549702655,0.31881204836089005,0.0
5.272205785305112,0.0,0.0,0.0
0.0,0.0,0.038975778546712796,4.210540858105616
0.0,0.7205756118887796,0.5426829315515014,0.0
0.0,0.49290479857539793,0.4670624663662813,0.0
0.0,0.0,0.0,5.171881652269674
0.0,0.7398746483113791,0.5305685435779162,0.0
0.0,0.0,0.0,4.594990561463553
0.0,0.3528223490826876,0.7309942855227292,0.0
4.847443514750047,0.0,0.0,0.0
0.0,0.0,0.0,4.957928122879245
0.0,0.43862198982687467,0.5383577753783468,0.0
0.0,0.0,0.0,4.63521192467967
0.0,0.5474221423743888,0.6218847805951147,0.0
5.4610687630158505,0.0,0.0,0.0
5.229357476544616,0.0,0.0,0.0
0.0,0.47490293522993876,0.5444449191842201,0.0
0.0,0.0,0.038975778546712796,4.850382000492787
0.0,0.0,0.038975778546712796,4.98143838079506
0.0,0.0,0.0,4.6932514213433265
0.0,0.0,0.0,4.735853940844674
5.294147793032029,0.0,0.0,0.0
0.0,0.0,0.0,4.801637521375671
0.0,0.0,0.0,4.9520579477051205
0.0,0.6979715470052505,0.6107138515973758,0.0
5.223615654988319,0.0,0.0,0.0
0.0,0.0,0.0,4.891059426206376
4.820240516689323,0.0,0.0,0.0
0.0,0.8400132089841126,0.47315434179950555,0.0
4.963130811075124,0.0,0.0,0.0
0.0,0.8470387734821718,0.19202607121211623,0.0
0.0,0.0,0.0,4.673585091234529
0.0,0.7291569858588727,0.35623124057722655,0.0
0.0,0.0,0.0,5.206904521005939
0.0,0.337725271658367,0.6137510442638439,0.0
0.0,0.0,0.0,4.676843404396252
0.0,0.4762760713203416,0.6500081256443115,0.0
0.0,0.9428371803818723,0.41057979189050936,0.0
4.7610305616257165,0.0,0.0,0.0
4.970882601896627,0.0,0.0,0.0
0.0,0.0,0.0,5.0884607618848
0.0,0.7844137970005812,0.5379382712922776,0.0
0.0,0.8029612858569318,0.41511307231987116,0.0
0.0,0.630972428968001,0.3638045707673699,0.0
0.0,0.5121661909168409,0.654535069526311,0.0
0.0,0.7692039448531707,0.4087382880140508,0.0
5.194509940886714,0.0,0.0,0.0
0.0,0.647164327353226,0.3113276087941453,0.0
0.0,0.0,0.0,4.68220300851606
4.903367110111303,0.0,0.0,0.0
0.0,0.39605212760117703,0.6965301626338892,0.0
0.0,0.7731138330642694,0.36432578865788,0.0
0.0,0.4963139235605082,0.7122538622935548,0.0
0.0,0.46005701680403244,0.9018098181210484,0.0
5.04337386112389,0.0,0.0,0.0
0.0,0.5457764012093901,0.4664002829432306,0.0
5.116861031115673,0.0,0.0,0.0
5.555372809952298,0.0,0.0,0.0
0.0,0.987168123365518,0.3606789003003259,0.0
0.0,0.5787479444668753,0.4010869618538903,0.0
0.0,0.4057329506279362,0.7187269190302122,0.0
0.0,0.0,0.0,4.952109205836862
0.0,0.6135424709705473,0.490909440380584,0.0
0.0,0.9551901818785252,0.3392143576567317,0.0
0.0,0.5268607666560864,0.45676872700344556,0.0
5.272978368052559,0.0,0.0,0.0
0.0,0.0,0.0,4.359230869954952
0.0,0.0,0.0,5.0383374685059445
0.0,0.6349806360694293,0.7127038634346797,0.0
0.0,0.0,0.038975778546712796,4.817703337873329
0.0,1.085865208389362,0.3068884166841791,0.0
4.731688416443366,0.0,0.0,0.0
4.478130151273898,0.0,0.0,0.0
0.0,0.6343841504058416,0.5310147521973763,0.0
0.0,0.0,0.038975778546712796,4.9967618880720135
0.0,0.0,0.038975778546712796,4.251746146358841
